,City_ID,Year,IRR,Irrigated area: Total,Irrigated area: Rice,Irrigated area: Wheat,Irrigated area: Maize,Irrigated area: Vegetables and fruits,Irrigated area: Others,Irrigation water-use intensity (WUI): Total,Irrigation water-use intensity (WUI): Rice,Irrigation water-use intensity (WUI): Wheat,Irrigation water-use intensity (WUI): Maize,Irrigation water-use intensity (WUI): Vegetables and fruits,Irrigation water-use intensity (WUI): Others,IND,Industrial gross value added (GVA): Total,Industrial gross value added (GVA): Textile,Industrial gross value added (GVA): Papermaking,Industrial gross value added (GVA): Petrochemicals,Industrial gross value added (GVA): Metallurgy,Industrial gross value added (GVA): Mining,Industrial gross value added (GVA): Food,Industrial gross value added (GVA): Cements,Industrial gross value added (GVA): Machinery,Industrial gross value added (GVA): Electronics,Industrial gross value added (GVA): Thermal electrivity,Industrial gross value added (GVA): Others,Industrial WUI: Total,Industrial WUI: Textile,Industrial WUI: Papermaking,Industrial WUI: Petrochemicals,Industrial WUI: Metallurgy,Industrial WUI: Mining,Industrial WUI: Food,Industrial WUI: Cements,Industrial WUI: Machinery,Industrial WUI: Electronics,Industrial WUI: Thermal electrivity,Industrial WUI: Others,URB,Urban domestic WU,Urban population,Urban domestic WUI,Urban service WU,Service GVA,Service WUI,RUR,Rural domestic WU,Rural population,Rural domestic WUI,Rural livestock WU,Livestock population,Livestock WUI,Total water use
7004,C143,2010,1.3617416898842263,178.9789726550951,62.57768883800822,30.874797551219327,0.768759235608554,35.90381981428804,48.85390721597097,760.83892408322,1119.0221140964286,499.023375205164,430.97473313173253,1049.0832319654019,260.8531279481539,1.1400000000000001,26.2971168348356,1.6260632167798608,0.288934668892382,2.687792927346522,4.340830514679599,0.890762306943077,3.4691740400805706,1.3255142449666848,7.064755477604841,1.0261692689536746,1.7796517315303402,1.797468437058048,0.04335075997722497,0.012734304780135913,0.09540115214834899,0.04188996844123527,0.010409041802085756,0.016274279023691954,0.012420386898122561,0.018107702392149167,0.014931550582919792,0.0028525424599917496,0.39639894218229665,0.02141848085875991,0.10439636457929999,0.08564443760599341,1.447664,162.0833942205794,0.018751926973306587,26.856,0.0006982397592086158,0.16941890632307527,0.15173501089586533,3.7006849999999996,112.333894567846,0.01768389542720991,994.0135756317749,0.01779039628907521,2.7755569607866013
7005,C143,2011,1.3668505869633139,171.95185736160838,61.22986746198987,34.5709836042442,0.30235303128815627,35.643453581390055,40.2051996826961,794.903066437298,1143.3200785259019,509.8589539372265,440.3327329457865,1071.8625736180331,266.51718046718656,1.116,27.967904989807977,1.5886556446700302,0.22734933800140356,2.0159520290251702,2.953162952748271,0.8237653070036906,3.503379171733909,1.3118282067972975,6.368485619358144,0.9707465965545226,1.509895840084966,6.694684283830576,0.03990288154964382,0.013188665834798078,0.09880507319896858,0.04338460600247963,0.010780437280117324,0.016854946654060395,0.01286354733662142,0.01875378672093321,0.015464309550741876,0.0029543214124330493,0.4105424894388273,0.02218269403884871,0.125324668093802,0.09988977127958366,1.57848,173.3760365956076,0.025434896814218344,27.299483623899523,0.0009316988249532744,0.17409519135024648,0.1564598794375195,3.6026010000000004,118.985478530209,0.01763531191272699,999.9569776777671,0.01763607065744174,2.7822704464073627
7006,C143,2012,1.542639516831822,185.26840003602987,61.43042419722639,36.790108127966924,0.3303933537862893,39.656711003638705,47.06076335341159,832.6511787934796,1223.2250869805018,545.4922685183319,471.10695917492296,1146.7735190442206,285.14368581640076,1.228,31.817906705165324,1.7617641105468789,0.33493274300186643,2.812685504121831,4.380017029194975,0.9298445196208807,3.9763989136719085,1.4682271217635776,6.635143956793451,1.0510545600637067,1.4912459005340115,6.976592345852242,0.038594619419153875,0.013579866532903403,0.10173581798361543,0.044671475225476695,0.011100205378171284,0.017354896154653493,0.013245104407005277,0.019310059398491723,0.015923010132570647,0.003041952156395183,0.4227199538224208,0.022840674573237418,0.1458543704261,0.11500083563180712,1.7791730000000001,177.08833404783923,0.03085353479429289,29.601450361199873,0.0010422980772163174,0.17904807178327883,0.1606744932360738,3.5047089999999996,125.603606763853,0.018373578547205054,1063.1421045468965,0.017282335511521987,3.0955419590412006
7007,C143,2013,1.5331843493635928,204.7035265112393,69.86495123354399,41.28727202449909,0.34879596111336847,43.56008665848004,49.64242063360281,748.9779856232292,1088.7484363246976,485.52295133398684,419.31527615207943,1020.7016590544042,253.79608819731126,0.9560000000000001,34.05647811877215,1.6087739869092794,0.2574195952434134,2.38049891650787,3.3558285289964735,0.8303807601970741,3.631091753767147,1.3407275050203578,6.058953598375947,0.9597818600856749,1.3617473522715309,12.271274261397378,0.02807101769789422,0.010509135143879031,0.07873092548975921,0.034570190294838425,0.008590184458836062,0.013430540620950098,0.010250070710985555,0.01494359486990433,0.012322438145845535,0.00235409429358628,0.32713290016292385,0.017675853830073935,0.16793258831206198,0.12867495355797504,1.9798660000000001,178.05958551584695,0.039257634754086966,31.80986465119556,0.001234133976505665,0.17610380163845035,0.15705536537784764,3.289256,130.81641327646,0.01904843626060273,1127.8323570393077,0.01688942167841958,2.8332207393141053
8233,C169,1965,1.5956578029586752,231.13026649764547,76.13937677316615,58.8152223481506,12.829614863458966,2.054444487184577,81.2916080256852,690.3716363667717,1623.6617990390027,216.48823987186697,198.44755321587806,432.97647974373405,243.2335578393706,0.10396608162635099,0.11409129065884764,0.024719422908232765,0.0002765382380109937,0.0028645340906530104,0.001735685581590764,0.0013935746215990418,0.006500272211576558,0.004763516530143919,0.0009159323719755213,0.00020923659204336427,0.0003513510399591359,0.07036122647306256,0.9112534447281103,1.0699490269713705,1.7130602733453042,1.2067543510272658,0.5017233783404665,2.689623771547676,0.5436640547652172,0.7000727043492726,0.19991020313339897,0.29806996852085693,60.016105814756756,0.5793965691186922,0.020147669825170002,0.013789928844479497,0.3145987763881048,120.09146190883027,0.006357740980690504,0.11028819176422218,0.057646615462535626,0.12556976541117307,0.11874556671326382,5.010703867601395,64.9270698006947,0.006824198697909248,400.76227846230154,0.01702804646209032,1.8453413198213693
8234,C169,1966,1.7273108243612554,246.48945873461165,86.49473482013971,60.971795794359885,14.69375740675635,2.2849289260245143,82.04424178733117,700.7645816695971,1580.0471313613166,210.67295084817556,193.1168716108276,421.34590169635106,236.69983831754396,0.132213361677183,0.146830029546776,0.030744707575834647,0.00036419855655533056,0.0037516572106319,0.002300666703600489,0.0017410922293848799,0.008155110097796254,0.005963982753337794,0.0012519788170324057,0.0002934354025759591,0.00047094699075815144,0.09179225320926818,0.9004517814597556,1.0534913406816757,1.68671041193755,1.1881923597199333,0.49400599577663873,2.6482526565191997,0.5353015512863025,0.689304362439778,0.19683523476916612,0.29348513138316507,59.09295320007163,0.570484437109121,0.021544679719076303,0.014677554836137707,0.33100118231056336,121.48741802797389,0.006867124882938594,0.08976121022596631,0.0765043704920108,0.13218799416315102,0.12527237313291228,5.1185094955711365,67.0531101843281,0.00691562103023872,406.54716726086417,0.017010624073051917,2.013256859920666
8235,C169,1967,1.6536732268186398,237.45006621856467,82.43995024618599,63.16534395132593,13.500327298397401,2.28742824951793,76.05701647313742,696.4298865667572,1582.2234858689344,210.96313144919125,193.38287049509194,421.9262628983825,237.02586831364343,0.139159635308186,0.14665478869959614,0.043132069149290075,0.0005410272453967163,0.005542331792474214,0.0034406340195819512,0.002453642088933635,0.011540536538061207,0.00842253779027701,0.0019303161319657672,0.000464178764980386,0.0007120339413746672,0.06847548123726052,0.9488925424265346,0.9472058999212484,1.5165402808266641,1.0683170994455693,0.44416634074403144,2.3810737154365085,0.48129563864027125,0.6197612963025745,0.17697677093871264,0.2638757788036673,53.13113810566293,0.5129289665478983,0.022303036327718,0.01526328636537726,0.3482587693088478,120.07514700012294,0.0070397499623407415,0.10370441504329837,0.06788283757640912,0.13045711074853,0.12343431809220917,5.219995818059921,64.7847672178683,0.007022792656320819,413.07218587532344,0.01700136900149576,1.9455930092030738
8236,C169,1968,1.5800356292760245,225.28419781103025,79.18490952708157,59.69192390856392,13.662973707064998,2.2181858756405015,70.52620479267925,701.3521785497659,1580.5021105665194,210.73361474220258,193.17248018035232,421.46722948440515,236.7679967301455,0.146470854786916,0.14119632445873037,0.04709525498861754,0.0006255283332259799,0.006372519118650074,0.004005667961137925,0.0026912099638256933,0.012710689383018888,0.009257559059025092,0.0023163641413580143,0.0005714851652962445,0.0008378693423036111,0.0547121770022713,1.0373560030574824,0.9532064849129073,1.5261476205287616,1.075084928440087,0.44698015121363494,2.3961579069539694,0.4843446646081369,0.6236875074181443,0.17809792543706976,0.2655474417843172,53.467725863333236,0.5161783908374962,0.023236246824562302,0.015951463778062582,0.3664161244195078,119.2705167030471,0.0072847830464997185,0.11916330811773872,0.061132769487248745,0.13033404830126202,0.12313385654029294,5.315162835065841,63.4699334875715,0.007200191760969086,422.76613265374027,0.017031146075426735,1.880076779188765
8237,C169,1969,1.5063980317334091,211.92679066800724,75.68179526317748,58.98093094541993,12.571816719469918,2.0040664248686935,62.688181315071226,710.8105714172063,1585.5497818439778,211.406637579197,193.78941778093065,422.8132751583941,237.52416593012703,0.154166193770895,0.1802584693901072,0.05715302438251474,0.0008038222806541794,0.008143616046455561,0.005184440120828909,0.003280719921686421,0.015559563730350088,0.011309286830073314,0.003089373598147032,0.0007820055919622187,0.0010958146646618955,0.07385680222277284,0.8552507645965612,0.7871015390560095,1.2602024429728984,0.8877415493752416,0.3690897727997359,1.9786054818511003,0.3999431780842988,0.5150042564216094,0.1470627334506732,0.21927337195982177,44.15048573730547,0.4262295864392583,0.0249373126828368,0.017053401317835774,0.38552015933745826,121.19119147081602,0.007883911365001026,0.1442649996713251,0.054648815602971745,0.13775215226986898,0.13042193845361855,5.404010546594619,66.1213327109716,0.007330213816250463,430.38869495501166,0.017031613288580192,1.8232536904570098
8238,C169,1970,1.4327604341907936,195.41916025792258,83.26897261879533,50.958685355725976,11.639413890516048,1.4541364372785475,48.097951955606675,733.1729561726572,1446.076351187675,192.81018015835667,176.7426651451603,385.6203603167134,216.63027116542037,0.182532031181746,0.24966402285296216,0.06867012910351802,0.0010226797971731275,0.010303678938894011,0.006645092634587462,0.003959654672518147,0.018857855702630672,0.01367856470139188,0.0040794405714063365,0.0010594521297653896,0.0014189415260877046,0.11996853307498938,0.7311106706361409,0.7043629483941068,1.1277324007909015,0.7944238755775102,0.3302917701102775,1.7706183024071207,0.3579019251358879,0.4608680055735815,0.13160378349208357,0.196223779416276,39.5094721123999,0.38142515711151914,0.024358219021105902,0.016967420021242425,0.40562023161791416,114.60493985854278,0.007390798999863476,0.1755312392572827,0.042105320005349625,0.1204323264713291,0.11297808814439743,5.486538952638626,56.4160778382748,0.00745423832693165,437.7848463571427,0.017027173025652237,1.7600830108649745
