,Year,Irrigated area: Total,Irrigated area: Rice,Irrigated area: Wheat,Irrigated area: Maize,Irrigated area: Vegetables and fruits,Irrigated area: Others,Industrial gross value added (GVA): Total,Industrial gross value added (GVA): Textile,Industrial gross value added (GVA): Papermaking,Industrial gross value added (GVA): Petrochemicals,Industrial gross value added (GVA): Metallurgy,Industrial gross value added (GVA): Mining,Industrial gross value added (GVA): Food,Industrial gross value added (GVA): Cements,Industrial gross value added (GVA): Machinery,Industrial gross value added (GVA): Electronics,Industrial gross value added (GVA): Thermal electrivity,Industrial gross value added (GVA): Others,Urban population,Service GVA,Rural population,Livestock population,Total water use,Basin,Index
10,1975,17833.344540924954,8469.046546479518,2406.6613902514696,1131.3879496124498,450.63676995147193,5375.611884630052,82.61027977260005,17.615239187363645,1.0158655580506912,3.8118760302183166,7.450728340028694,1.0037866624746106,9.452904457830641,2.74501643993055,2.9996821222440344,0.9831195623712603,0.8457552930947234,35.018273272953095,69.90552391239865,32.10688117779226,353.4854210269533,49076.11455053275,155.39948160230588,changjiang,0
11,1976,18602.333610012407,8943.775193719888,2585.5064699682093,1250.39987072457,468.4873857469414,5354.164689852787,82.29459842756282,19.529191749330455,1.187821771542499,4.643105555674734,8.532977777617008,1.2656660515601394,12.249376735042063,3.3205456696278914,3.7419206434583585,1.1821803453306035,1.0776375230905193,29.87574958193205,72.53579464529645,41.11959446792638,360.87736442866685,50046.986759699124,158.18091259033645,changjiang,0
12,1977,18077.26305925241,8380.628139520557,2525.7020744649517,1294.175992732987,480.8911803608218,5395.865672173093,89.50207857336578,19.398152279938472,1.2215571826364782,4.920872861558064,8.928155031801747,1.3202922786519167,11.645778947683123,3.463129831919642,4.030679361792449,1.2553774754240643,1.1635952040668747,33.52302548387548,75.28600404527286,44.409412229297686,367.72544256954916,51545.482105578616,158.7645984635989,changjiang,0
13,1978,18012.17468133725,7986.658188518316,2608.3939808517216,1325.3551883608418,512.9714445804024,5578.795879025952,140.2926932508272,28.487868608899575,1.9757919737335106,8.130259630725913,14.228359605630608,2.201724801369699,17.54748184301929,5.514601613180162,6.678681788487496,2.002873312809373,1.9672674881833516,52.46803111492325,78.16145007634567,58.70119438114437,374.17552287764534,48343.59549048687,159.5602183344941,changjiang,0
14,1979,18141.258791357817,7913.898020877391,2759.7677553800277,1361.8615111087106,519.8663944988592,5585.865109492835,138.09974009015974,26.83100649968985,1.967157562291481,8.244227380963975,14.155915095033047,2.3086042676285223,17.54290414155791,5.511436507184054,6.889721696899748,2.0907083409216543,2.0915381288531356,51.30826477730642,81.17165049591155,59.30049923595459,379.9637030687201,53469.088651451275,163.0590586284699,changjiang,0
15,1980,18156.05447794504,8106.235220998448,2754.705495591152,1379.8073737482212,540.5544294271864,5374.751958180032,159.03358880011035,30.978256229400834,2.4288575911064143,10.39209893736362,17.45465278746389,2.9745727466698644,21.534989556397708,6.833116699751593,9.026271221716666,2.7185588883588423,2.7556246961173025,53.825843972133804,81.13525090089493,69.08489480500758,390.29733413888323,55113.557749291074,164.4575186211036,changjiang,0
16,1981,18107.116344816313,7782.283628424606,2724.2218463184126,1382.4261325745174,633.8956523198003,5584.289085178976,166.7879953743771,34.21881206938161,2.8290457067274364,12.338111469234486,20.462622492556452,3.7296780746880684,24.760704034231807,8.03732597511134,10.842765238187072,3.2803070812588353,3.4350014675749008,45.25178884790521,84.78599445659573,80.4107260522446,392.8752511860788,55306.983817634275,165.58461955384075,changjiang,0
17,1982,17921.04974669593,7543.874449035502,2754.1392249419846,1347.6647498279758,729.5388204218202,5545.832502468655,180.72318909895642,36.767592496586865,3.2220584125057052,14.262231296292338,23.351965498284763,4.353790568566856,27.774278511600976,9.096213290563007,12.947623688288939,3.894522719814511,4.105228497038706,43.31801095201095,88.5323241609181,93.7689100589307,395.76062902021033,56970.5781324548,166.0424179477793,changjiang,0
18,1983,18245.438781199347,7828.52319470054,2839.645679929519,1343.8421241096244,796.6153410599504,5436.812441399716,194.73349857710025,39.40334302608492,3.6415232178787176,16.443112861737127,26.61094505109406,5.22840629800791,31.087843226394902,10.34204943622645,15.296381281277432,4.621231769689518,4.967148360467081,39.83460101162044,91.90709491904296,105.55719216512458,396.5138004973908,58477.15436553817,169.61073985248066,changjiang,0
19,1984,18160.565614851846,7779.960100939281,2882.383858550849,1281.6494447894956,865.0992694801598,5351.472941092064,230.76990780364602,45.404759057106354,4.337294908029856,20.24744941653121,31.52415916652624,6.537233841130247,36.31598687271425,12.56567677380359,19.191959955598126,5.823231941627448,6.285332079522148,44.19712628717501,95.93267994421312,129.02563816703957,397.1067640363887,61837.78038267199,172.26463384312788,changjiang,0
20,1985,18064.09998526426,7550.8370980476075,2748.2801647805168,1272.8448171171854,992.1144612372105,5500.023444081733,276.5763564574282,46.269212673001356,4.54875696337739,21.891176192796497,33.790013550675255,6.824567239404326,37.944750609328786,13.248887937826288,21.880006095878507,6.589164392337677,6.934299380617378,76.66326378307072,100.19110716738388,147.1089755261586,398.1880540942296,66419.22586346588,178.0373953753594,changjiang,0
21,1986,18003.04063711395,7423.261457639324,2722.842388941403,1285.8005730620755,1132.871013613593,5438.265203857546,351.5604575125793,55.77779556131846,5.840284966135358,28.465366370866924,43.18222262351978,9.14404483872242,49.31131477637883,17.009611854380864,29.08855569653871,8.85326279342222,9.364518952180246,96.86329292278182,104.89469304235386,197.8190381577965,400.11270611713854,70685.02783576888,180.43539144685815,changjiang,0
22,1987,17930.220169481217,7212.9163984771185,2693.3803773208233,1309.7432135537206,1238.2607828496618,5475.91939727989,495.5117924201355,53.93646421025668,7.615434534904491,37.83104558918293,53.87380261530942,12.049777167584072,55.316018438557876,21.53889250521982,35.24086881670449,1.5599602602244818,12.69492322078973,207.24978788807303,110.0254081587012,283.5042192108827,402.71970744051356,73341.89626177715,182.56443522683062,changjiang,0
23,1988,18205.973024707113,7276.081191420256,2788.337159837211,1301.6751147040197,1376.8824190635642,5462.99713968207,599.147165540331,66.43330012881124,9.47292249499341,45.30703906126544,59.21007144641544,13.063792144748708,66.38148499950157,24.923835125064237,43.74865539072418,22.659053909868796,13.921943287968089,238.17469462210556,115.34956140222879,340.98111806679634,406.53285807599053,77138.61287497397,186.2648914958019,changjiang,0
24,1989,18160.457836758877,7234.968751700562,2858.5657785482204,1317.823576667249,1405.5729012248614,5343.526828617974,617.4933905186772,68.84346708818889,9.802101096921822,48.916513122902515,62.15581810239834,14.256695680192596,66.80972625916066,24.83590139677814,47.09233522603501,21.86440230399909,15.574758919007072,242.04938632191286,121.1119516629134,366.9265311996907,409.026253243221,79738.02130814211,188.79221895933296,changjiang,0
25,1990,18913.193838450636,7417.1045548691745,3049.3890297416206,1374.9852172846884,1467.7776048316882,5603.937431723458,648.7549147451585,72.79684144498196,9.979158879249535,51.89563025840474,69.18223281847057,14.580805323620693,71.43748464812802,24.430446783650996,46.234449904012216,21.946414316573907,18.319676916653975,253.36785399192294,128.80543344344042,430.7898850363648,416.54382889944605,83079.17857897979,191.49428694776358,changjiang,0
26,1991,18890.22061237652,7155.214670904677,3085.3383936820633,1391.2040388521734,1506.7959694571568,5751.667539480454,783.217998742441,82.8036533730093,11.248812063123722,62.56482843139163,85.51865469556985,18.22363366914409,85.1314310807376,29.982379625418343,59.14578415455948,26.838061282250447,22.469879557345664,306.2858771309745,135.29321812935527,517.897585656599,417.26938684939205,86054.11390039537,196.28695548315594,changjiang,0
27,1992,19124.52302320066,7134.652779984909,3078.6495058126625,1381.1303713743619,1612.6038953123484,5917.486470716381,1035.7215726724469,98.23597645429983,13.051128926874881,76.2324171578774,114.13022998943202,21.966754690839636,98.87665378164746,40.411297985359994,87.31169826548508,33.40880331399726,27.41079913914631,434.0930783322671,141.53157614122364,735.5100942956027,417.0463466025041,89768.42975289364,198.8984272414041,changjiang,0
